kyomeishusei2015.00001.1.1： 脩相思、毌相忘。
kyomeishusei2015.07902.1.5： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07903.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.07903.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07903.1.3： 配像萬c(iɑŋ)彊。
kyomeishusei2015.07903.1.4： 統德序道敬奉賢a(iaŋ)良。
kyomeishusei2015.07903.1.5： 銅克無d(ɨə)祉。
kyomeishusei2015.07903.1.6： 百牙擧e(ɔk)樂。
kyomeishusei2015.07903.1.7： 衆華主b(ɑŋ)陽。
kyomeishusei2015.07903.1.8： 富貴安e(ɔk)樂。
kyomeishusei2015.07903.1.9： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07903.1.10： 學者常f(ian)遷。
kyomeishusei2015.07903.1.11： 士至公c(iɑŋ)卿。
kyomeishusei2015.07903.1.12： 壽如金 h(uok)玉。
kyomeishusei2015.07903.1.13： 其師命b(ɑŋ)長。
kyomeishusei2015.07904.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07904.1.2： 上有山人b(u)不。
kyomeishusei2015.07905.1.1： 尙方作竟眞大a(in)仁。
kyomeishusei2015.07905.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07905.1.3： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07905.1.4： 浮c(u)由兮。
kyomeishusei2015.07906.1.1： 尙方作竟眞大a(ɔu)巧。
kyomeishusei2015.07906.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07906.1.3： 渴c(ɨm)飮。
kyomeishusei2015.07907.1.1： 張氏作竟宜矦a(uɑŋ)王。
kyomeishusei2015.07907.1.2： 家當大富樂未a(uɑŋ)王。
kyomeishusei2015.07907.1.3： 子孫備具居中b(iɑŋ)央。
kyomeishusei2015.07908.1.1： 王氏作竟四夷a(uk)服。
kyomeishusei2015.07908.1.2： 多賀君家人民b(ik)息。
kyomeishusei2015.07908.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07908.1.4： 風雨時c(et)節。
kyomeishusei2015.07909.1.1： 尙方作竟眞大a(in)仁。
kyomeishusei2015.07909.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07909.1.3： c(ɑt)渴。
kyomeishusei2015.07910.1.1： 靑盖陳作竟四夷a(uk)服。
kyomeishusei2015.07910.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07910.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07910.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07910.1.5： 長保二親得天b(ik)力兮。
kyomeishusei2015.07910.1.6： 壽未c(iɑŋ)央。
kyomeishusei2015.07911.1.1： 三羊作竟眞大a(in)仁。
kyomeishusei2015.07911.1.2： 上有東王父西王b(o)母。
kyomeishusei2015.07911.1.3： 渴汲王c(ian)泉兮。
kyomeishusei2015.07912.1.1： 練冶銅華淸而a(iaŋ)明。
kyomeishusei2015.07912.1.2： 以之爲鏡宜文b(ɑŋ)章。
kyomeishusei2015.07912.1.3： 延年益壽而去不b(ɑŋ)羊。
kyomeishusei2015.07912.1.4： 與天無亟如日b(ɑŋ)光。
kyomeishusei2015.07912.1.5： 子孫未c(iɑŋ)央。
kyomeishusei2015.07913.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07913.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.07913.1.3： 渴汲王泉飢食a(ou)棗。
kyomeishusei2015.07913.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.07913.1.5： 壽敝金石爲a(ou)保。
kyomeishusei2015.07914.1.1： 尙方作竟眞大a(eŋ)圢。
kyomeishusei2015.07914.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07914.1.3： 渴汲王c(ian)泉。
kyomeishusei2015.07915.1.1： 君宜高官。
kyomeishusei2015.07916.1.1： 長宜子孫。
kyomeishusei2015.07917.1.1： 尙方乍竟眞大a(oŋ)工。
kyomeishusei2015.07917.1.2： 上有山人不b(ou)老。
kyomeishusei2015.07918.1.1： 長貴a(u)富。
kyomeishusei2015.07918.1.2： 樂毋b(ə)事。
kyomeishusei2015.07918.1.3： 日有c(ɨ)憙。
kyomeishusei2015.07918.1.4： 常得所d(iə)喜。
kyomeishusei2015.07918.1.5： 宜酒d(iə)食。
kyomeishusei2015.07919.1.1： 袁氏乍竟眞大a(ou)丂。
kyomeishusei2015.07919.1.2： 靑龍在左白居b(u)右。
kyomeishusei2015.07919.1.3： 山人子高赤誦c(iə)子。
kyomeishusei2015.07919.1.4： 辟邪喜怒無央b(u)咎。
kyomeishusei2015.07919.1.5： 千秋萬d(ia)歲。
kyomeishusei2015.07919.1.6： 生長b(u)久。
kyomeishusei2015.07920.1.1： 呂氏作竟宜二a(in)親。
kyomeishusei2015.07920.1.2： 上又山人不知b(ou)老。
kyomeishusei2015.07920.1.3： 渴汲王泉飢食b(ou)棗矣。
kyomeishusei2015.07921.1.1： 角王巨虛日有a(iə)喜。
kyomeishusei2015.07921.1.2： 昭此明鏡誠快a(iə)意。
kyomeishusei2015.07921.1.3： 上有龍乕四時b(ə)置。
kyomeishusei2015.07921.1.4： 長保二親樂毋b(ə)事。
kyomeishusei2015.07921.1.5： 子孫煩息家富c(ik)職。
kyomeishusei2015.07921.1.6： 豫天無極受大d(uk)福。
kyomeishusei2015.07921.1.7： e(iɑi)宜。
kyomeishusei2015.07922.1.1： 新有佳鏡眞大a(ou)好。
kyomeishusei2015.07922.1.2： 上有仙人未不知a(ou)老。
kyomeishusei2015.07922.1.3： 渴飮玉b(ian)泉。
kyomeishusei2015.07923.1.1： 上大山見神a(in)人。
kyomeishusei2015.07923.1.2： 食玉央飮澧b(ian)泉。
kyomeishusei2015.07923.1.3： 駕交龍c(oŋ)東。
kyomeishusei2015.07924.1.1： 王氏作鏡宜樂富昌。
kyomeishusei2015.07925.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07925.1.2： 服者君b(iɑŋ)卿。
kyomeishusei2015.07926.1.1： 工子作竟眞大a(eŋ)圢。
kyomeishusei2015.07926.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07926.1.3： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07926.1.4： 壽如今c(ak)石兮。
kyomeishusei2015.07927.1.1： 内而淸而質可而以昭而明而光而夫日而月。
kyomeishusei2015.07928.1.1： 内而淸而質可而以昭而明而光而夫日而月。
kyomeishusei2015.07929.1.1： 富貴宜光卿。
kyomeishusei2015.07930.1.1： 陳氏作竟四夷a(uk)服。
kyomeishusei2015.07930.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07930.1.3： 胡虜天下a(uk)復。
kyomeishusei2015.07930.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07930.1.5： 長呆二c(in)親。
kyomeishusei2015.07931.1.1： 絜淸白而事a(un)君。
kyomeishusei2015.07931.1.2： 志沄之弇b(iaŋ)明。
kyomeishusei2015.07931.1.3： 玄錫之流c(ak)澤。
kyomeishusei2015.07931.1.4： 恐疎而日d(uɑŋ)忘。
kyomeishusei2015.07931.1.5： 美外承可e(uɑ)兌。
kyomeishusei2015.07931.1.6： 而毋絕f(iə)思。
kyomeishusei2015.07932.1.1： 靑盖作竟四夷a(uk)服。
kyomeishusei2015.07932.1.2： 多賀國家人民b(ik)息。
kyomeishusei2015.07932.1.3： 胡虜殄滅天下a(uk)復。
kyomeishusei2015.07932.1.4： 風雨時節五穀a(uk)孰。
kyomeishusei2015.07932.1.5： 長保二親得天b(ik)力。
kyomeishusei2015.07932.1.6： 宜子c(uən)孫。
kyomeishusei2015.07933.1.1： 湅石華下之a(ieŋ)淸。
kyomeishusei2015.07933.1.2： 見弓已知人a(ieŋ)菁。
kyomeishusei2015.07933.1.3： 心志得樂長b(ɛŋ)生。
kyomeishusei2015.07934.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07934.1.2： 上有仙人不知a(ou)老。
kyomeishusei2015.07934.1.3： 渴汲王泉㲹食a(ou)棗。
kyomeishusei2015.07934.1.4： 浮游天下敖亖b(ə)海。
kyomeishusei2015.07934.1.5： 壽如今c(ak)石兮。
kyomeishusei2015.07935.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07935.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07935.1.3： 配像萬c(iɑŋ)彊。
kyomeishusei2015.07935.1.4： 統德序道敬奉賢a(iaŋ)良。
kyomeishusei2015.07935.1.5： 雕克無d(ik)亟。
kyomeishusei2015.07935.1.6： 白牙擧e(ɔk)樂。
kyomeishusei2015.07935.1.7： 衆華主b(ɑŋ)陽。
kyomeishusei2015.07935.1.8： 富貴安f(eŋ)寧。
kyomeishusei2015.07935.1.9： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07935.1.10： 位至公c(iɑŋ)卿。
kyomeishusei2015.07935.1.11： 其師命b(ɑŋ)長。
kyomeishusei2015.07936.1.1： 不明。
kyomeishusei2015.07937.1.1： 尙方作竟眞大a(oŋ)工。
kyomeishusei2015.07937.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07937.1.3： c(ɑt)渴。
kyomeishusei2015.07938.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07938.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07938.1.3： 周刻無c(ɨə)祉。
kyomeishusei2015.07939.1.1： 不明。
kyomeishusei2015.07940.1.1： 不明。
kyomeishusei2015.07941.1.1： 方作竟自有a(iə)紀。
kyomeishusei2015.07941.1.2： 餘去不羊b(iɑi)宜。
kyomeishusei2015.07942.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.07942.1.2： 幽湅三b(ɑŋ)岡。
kyomeishusei2015.07942.1.3： 巧工刻之成文b(ɑŋ)章。
kyomeishusei2015.07942.1.4： 上有四首辟去不b(ɑŋ)羊。
kyomeishusei2015.07942.1.5： 福祿氏從大富b(ɑŋ)昌。
kyomeishusei2015.07942.1.6： 長保二親樂未c(iɑŋ)央。
kyomeishusei2015.07942.1.7： 夫妻相d(iɑi)宜。
kyomeishusei2015.07942.1.8： 子孫滿b(ɑŋ)堂。
kyomeishusei2015.07942.1.9： 乍吏高e(iŋ)升。
kyomeishusei2015.07943.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07943.1.2： 上仙人不a(ou)老。
kyomeishusei2015.07943.1.3： 渴汲王泉㲹食a(ou)棗。
kyomeishusei2015.07944.1.1： 尙方作竟眞大a(in)仁。
kyomeishusei2015.07944.1.2： 上有山人不知b(ou)老兮。
kyomeishusei2015.07945.1.1： 長宜子孫。
kyomeishusei2015.07946.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07946.1.2： 以之爲鏡而冝文b(ɑŋ)章。
kyomeishusei2015.07946.1.3： 延年益壽去不b(ɑŋ)羊。
kyomeishusei2015.07946.1.4： 與天無亟如日月b(ɑŋ)光。
kyomeishusei2015.07947.1.1： 内淸之以昭a(iaŋ)明。
kyomeishusei2015.07947.1.2： 光而象夫日b(iɑt)月。
kyomeishusei2015.07947.1.3： 心忽穆而塞不c(a)泄。
kyomeishusei2015.07948.1.1： 大樂a(ui)貴。
kyomeishusei2015.07948.1.2： 千秋萬b(ia)歲。
kyomeishusei2015.07948.1.3： 宜酒c(iə)食。
kyomeishusei2015.07949.1.1： 不明。
kyomeishusei2015.07950.1.1： 長宜君官。
kyomeishusei2015.07951.1.1： 壽如金石。
kyomeishusei2015.07952.1.1： 和日之a(ɑŋ)光。
kyomeishusei2015.07952.1.2： 服此君b(iɑŋ)卿。
kyomeishusei2015.07953.1.1： 常宜子孫。
kyomeishusei2015.07954.1.1： 辛有善銅出丹a(ɑŋ)陽。
kyomeishusei2015.07954.1.2： 和巳銀靑且b(iaŋ)明。
kyomeishusei2015.07954.1.3： 左龍右乕主四a(ɑŋ)彭。
kyomeishusei2015.07954.1.4： 八c(iə)子。
kyomeishusei2015.07955.1.1： 千秋萬歲。
kyomeishusei2015.07956.1.1： 尙方作竟眞大a(in)仁。
kyomeishusei2015.07956.1.2： 上有仙人不知b(ou)老。
kyomeishusei2015.07956.1.3： 渴汲玉泉㲹食b(ou)棗兮。
kyomeishusei2015.07957.1.1： 上大山見神a(in)人。
kyomeishusei2015.07957.1.2： 食玉央飮澧b(ian)泉。
kyomeishusei2015.07957.1.3： 駕交龍乘浮c(un)雲。
kyomeishusei2015.07957.1.4： 君宜官秩保子d(uən)孫。
kyomeishusei2015.07958.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07958.1.2： 光而象夫日b(iɑt)月。
kyomeishusei2015.07958.1.3： 心忽而願c(uŋ)忠。
kyomeishusei2015.07958.1.4： 然雍而塞而不d(a)泄兮。
kyomeishusei2015.07959.1.1： 尙方作竟眞大a(in)仁。
kyomeishusei2015.07959.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07959.1.3： 渴汲王泉㲹食b(ou)棗。
kyomeishusei2015.07959.1.4： 非囘天下敖四c(ə)海。
kyomeishusei2015.07959.1.5： 官d(ɑ)大。
kyomeishusei2015.07960.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07960.1.2： 光輝象夫日b(iɑt)月。
kyomeishusei2015.07960.1.3： 心忽穆而願c(uŋ)忠。
kyomeishusei2015.07960.1.4： 然願c(uŋ)忠。
kyomeishusei2015.07960.1.5： 然雍塞不d(a)泄。
kyomeishusei2015.07961.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.07961.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07961.1.3： 雕刻無c(ɨə)祉。
kyomeishusei2015.07961.1.4： 配像萬d(iɑŋ)彊。
kyomeishusei2015.07961.1.5： 白牙擧e(ɔk)樂。
kyomeishusei2015.07961.1.6： 衆神見f(oŋ)容。
kyomeishusei2015.07961.1.7： 百竝h(ən!)存。
kyomeishusei2015.07961.1.8： 福祿是i(ioŋ)從。
kyomeishusei2015.07961.1.9： 富貴j(ɑn)安。
kyomeishusei2015.07961.1.10： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07961.1.11： 曾年益k(u)壽。
kyomeishusei2015.07961.1.12： 其師命b(ɑŋ)長。
kyomeishusei2015.07962.1.1： 吾作明幽三周文。
kyomeishusei2015.07963.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07963.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07963.1.3： 周刻無c(ik)亟。
kyomeishusei2015.07963.1.4： 配像萬d(iɑŋ)彊。
kyomeishusei2015.07963.1.5： 白牙奏e(ɔk)樂。
kyomeishusei2015.07963.1.6： 衆見f(oŋ)容。
kyomeishusei2015.07963.1.7： 天禽四h(ən!)存。
kyomeishusei2015.07963.1.8： 福祿是i(ioŋ)從。
kyomeishusei2015.07963.1.9： 竟常b(ɑŋ)羊。
kyomeishusei2015.07963.1.10： 子孫番b(ɑŋ)昌。
kyomeishusei2015.07964.1.1： 尙方作竟眞大a(eŋ)圢。
kyomeishusei2015.07964.1.2： 上又山人不知b(ou)老。
kyomeishusei2015.07964.1.3： 渴王泉㲹食b(ou)棗。
kyomeishusei2015.07964.1.4： 浮由天c(a)下。
kyomeishusei2015.07965.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07965.1.2： 幽湅宮b(ɑŋ)商。
kyomeishusei2015.07965.1.3： 周羅容c(iɑŋ)象。
kyomeishusei2015.07965.1.4： 五帝天b(ɑŋ)皇。
kyomeishusei2015.07965.1.5： 白牙彈d(ɨm)琴。
kyomeishusei2015.07965.1.6： 黃帝除e(uoŋ)凶。
kyomeishusei2015.07965.1.7： 朱鳥玄f(uɑ)武。
kyomeishusei2015.07965.1.8： 白乕靑h(ɔŋ)龍。
kyomeishusei2015.07965.1.9： 君宜高i(uɑn)官。
kyomeishusei2015.07965.1.10： 位至三j(oŋ)公。
kyomeishusei2015.07966.1.1： 君宜高官。
kyomeishusei2015.07967.1.1： 僞銘帶。
kyomeishusei2015.07968.1.1： 癸酉卯日豐正。
kyomeishusei2015.07969.1.1： 三羊作竟大毋a(ɑŋ)傷。
kyomeishusei2015.07969.1.2： 巧工刻之成文a(ɑŋ)章。
kyomeishusei2015.07969.1.3： 樂未b(iɑŋ)央。
kyomeishusei2015.07970.1.1： 長宜子孫。
kyomeishusei2015.07971.1.1： 宜子孫。
kyomeishusei2015.07972.1.1： 立至三公。
kyomeishusei2015.07973.1.1： 内而光明而a(ieŋ)淸。
kyomeishusei2015.07973.1.2： 東石華之a(ieŋ)菁。
kyomeishusei2015.07973.1.3： 見乃已而人a(ieŋ)菁。
kyomeishusei2015.07973.1.4： 長b(ɛŋ)生。
kyomeishusei2015.07974.1.1： 日有憙月有a(u)富。
kyomeishusei2015.07974.1.2： 樂毋事冝酒b(iə)食。
kyomeishusei2015.07974.1.3： 居必安毋憂c(uan)患。
kyomeishusei2015.07974.1.4： 竽瑟侍心志d(uɑn)驩。
kyomeishusei2015.07974.1.5： 樂已茂e(ɑ)固。
kyomeishusei2015.07975.1.1： 長宜子孫。
kyomeishusei2015.07976.1.1： 長宜子孫。
kyomeishusei2015.07977.1.1： 上大山見神a(in)人。
kyomeishusei2015.07977.1.2： 食小央飮澧b(ian)泉。
kyomeishusei2015.07977.1.3： 駕交龍乘c(u)浮。
kyomeishusei2015.07978.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.07978.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07978.1.3： 。
kyomeishusei2015.07978.1.4： 大吉b(ɑŋ)羊。
kyomeishusei2015.07979.1.1： 長樂未a(iɑŋ)央。
kyomeishusei2015.07979.1.2： 長毋相b(uɑŋ)忘。
kyomeishusei2015.07980.1.1： 見日之a(ɑŋ)光。
kyomeishusei2015.07980.1.2： 天下大a(ɑŋ)陽。
kyomeishusei2015.07980.1.3： 長樂未b(iɑŋ)央。
kyomeishusei2015.07981.1.1： 長毋相忘。
kyomeishusei2015.07982.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.07982.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.07982.1.3： 周c(uɑ)無。
kyomeishusei2015.07982.1.4： 師亟萬d(iɑŋ)彊。
kyomeishusei2015.07982.1.5： 白牙擧e(ɔk)樂。
kyomeishusei2015.07982.1.6： 衆神見f(oŋ)容。
kyomeishusei2015.07982.1.7： 天禽竝h(ən!)存。
kyomeishusei2015.07982.1.8： 福祿i(i)自。
kyomeishusei2015.07982.1.9： 大吉b(ɑŋ)羊。
kyomeishusei2015.07983.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07983.1.2： 光輝象夫日b(iɑt)月。
kyomeishusei2015.07983.1.3： 心忽穆而c(ion)願。
kyomeishusei2015.07983.1.4： 然壅塞而不d(a)泄。
kyomeishusei2015.07984.1.1： 内淸質以昭a(iaŋ)明。
kyomeishusei2015.07984.1.2： 光日b(iɑt)月。
kyomeishusei2015.07984.1.3： 心忽穆而願c(uŋ)忠。
kyomeishusei2015.07984.1.4： 然雍塞而不d(a)泄。
kyomeishusei2015.07985.1.1： 内而淸而以昭a(iaŋ)明。
kyomeishusei2015.07985.1.2： 光象夫日b(iɑt)月。
kyomeishusei2015.07985.1.3： 心忽而c(uŋ)忠。
kyomeishusei2015.07985.1.4： 然雍塞而不d(a)泄。
kyomeishusei2015.07986.1.1： 秋風a(iə)起。
kyomeishusei2015.07986.1.2： 使心b(ɨ)悲。
kyomeishusei2015.07986.1.3： 道路c(uɑn)遠。
kyomeishusei2015.07986.1.4： 侍前d(ii)希。
kyomeishusei2015.07987.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07987.1.2： 以之爲鏡冝文b(ɑŋ)章。
kyomeishusei2015.07987.1.3： 延年益壽辟不b(ɑŋ)羊。
kyomeishusei2015.07987.1.4： 與天無亟如日b(ɑŋ)光。
kyomeishusei2015.07987.1.5： 千秋萬c(ia)歲。
kyomeishusei2015.07987.1.6： 長樂未d(iɑŋ)央。
kyomeishusei2015.07988.1.1： 長樂未央。
kyomeishusei2015.07989.1.1： 海來a(un)君。
kyomeishusei2015.07989.1.2： 上王b(ɑŋ)堂。
kyomeishusei2015.07989.1.3： 張六c(ɑk)博。
kyomeishusei2015.07989.1.4： 行d(uan)傳。
kyomeishusei2015.07989.1.5： c(ɑk)作。
kyomeishusei2015.07989.1.6： 樂大e(uɑŋ)王。
kyomeishusei2015.07989.1.7： 服者f(ui)貴。
kyomeishusei2015.07989.1.8： 日有h(uɑ)護。
kyomeishusei2015.07989.1.9： 萬歲i(ai)嘉。
kyomeishusei2015.07989.1.10： 宜子j(uən)孫。
kyomeishusei2015.07990.1.1： 宜子孫。
kyomeishusei2015.07991.1.1： 漢有善銅出丹a(ɑŋ)陽。
kyomeishusei2015.07991.1.2： 和已銀錫靑且b(iaŋ)明。
kyomeishusei2015.07992.1.1： 上大山見神a(in)人。
kyomeishusei2015.07992.1.2： 食玉英飮澧b(ian)泉。
kyomeishusei2015.07992.1.3： 駕交龍乘浮c(un)雲。
kyomeishusei2015.07992.1.4： 宜官秩保子d(uən)孫。
kyomeishusei2015.07992.1.5： e(aŋ)行。
kyomeishusei2015.07993.1.1： 湅治銅華淸而a(iaŋ)明。
kyomeishusei2015.07993.1.2： 以之爲鏡冝文b(ɑŋ)章。
kyomeishusei2015.07993.1.3： 延年益壽辟不b(ɑŋ)羊。
kyomeishusei2015.07993.1.4： 與天無亟c(ɑ)如。
kyomeishusei2015.07994.1.1： 淸湅銅a(ua)華。
kyomeishusei2015.07994.1.2： 雜錫銀b(uɑŋ)黃。
kyomeishusei2015.07994.1.3： 以成明c(iaŋ)鏡。
kyomeishusei2015.07994.1.4： 名文d(ɑŋ)章。
kyomeishusei2015.07994.1.5： 延年益e(u)壽。
kyomeishusei2015.07994.1.6： 長樂未f(iɑŋ)央。
kyomeishusei2015.07994.1.7： 壽敝金h(ak)石。
kyomeishusei2015.07994.1.8： 具爲天f(iɑŋ)常。
kyomeishusei2015.07994.1.9： 善若無d(ɑŋ)傷兮。
kyomeishusei2015.07995.1.1： 桼言之紀從鏡a(ə)始。
kyomeishusei2015.07995.1.2： 倉龍居左乕在b(u)右。
kyomeishusei2015.07995.1.3： 辟去不羊宜古c(iə)市。
kyomeishusei2015.07995.1.4： 長保二親利孫c(iə)子。
kyomeishusei2015.07996.1.1： 尙方作竟眞大a(eŋ)圢。
kyomeishusei2015.07996.1.2： 上有山人不知b(ou)老。
kyomeishusei2015.07996.1.3： 渴汲王泉㲹c(iə)食。
kyomeishusei2015.07997.1.1： 尙方作竟眞大a(ou)好。
kyomeishusei2015.07997.1.2： 上有山人不知a(ou)老。
kyomeishusei2015.07997.1.3： 渴汲王泉㲹食a(ou)棗。
kyomeishusei2015.07997.1.4： 浮游天下敖b(i)亖。
kyomeishusei2015.07998.1.1： 長宜子孫。
kyomeishusei2015.07999.1.1： 巧工作竟大毋a(ɑŋ)傷。
kyomeishusei2015.07999.1.2： 浮周連出建四b(uɑŋ)方。
kyomeishusei2015.07999.1.3： 白乕辟邪居中c(iɑŋ)央。
kyomeishusei2015.07999.1.4： 長保二親d(ɔk)樂兮。
kyomeishusei2015.08000.1.1： 内而靑而以而昭而明而光而夫而象而日而月而不。
kyomeishusei2015.08001.1.1： 白牙擧a(ɔk)樂。
kyomeishusei2015.08001.1.2： 衆神見b(oŋ)容。
kyomeishusei2015.08001.1.3： 百精竝c(ən!)存。
kyomeishusei2015.08001.1.4： 天禽四d(u)首。
kyomeishusei2015.08001.1.5： 。
kyomeishusei2015.08001.1.6： 子e(uən)孫。
kyomeishusei2015.08001.1.7： 。
kyomeishusei2015.08001.1.8： 。
kyomeishusei2015.08001.1.9： 。
kyomeishusei2015.08001.1.10： 。
kyomeishusei2015.08001.1.11： 。
kyomeishusei2015.08001.1.12： 。
kyomeishusei2015.08002.1.1： 不明。
kyomeishusei2015.08003.1.1： a(ɑ)女。
kyomeishusei2015.08003.1.2： 制取善同出丹b(ɑŋ)陽。
kyomeishusei2015.08003.1.3： 和已銀錫靑且c(iaŋ)明。
kyomeishusei2015.08003.1.4： 名工刻之成文b(ɑŋ)章。
kyomeishusei2015.08003.1.5： 上有六畜各昊d(ieŋ)名。
kyomeishusei2015.08003.1.6： 武朱e(o)主。
kyomeishusei2015.08004.1.1： 潘師作a(iaŋ)竟。
kyomeishusei2015.08004.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.08004.1.3： 宜子c(uən)孫。
kyomeishusei2015.08005.1.1： 吾作明a(iaŋ)竟。
kyomeishusei2015.08005.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.08005.1.3： 天王c(it)日。
kyomeishusei2015.08006.1.1： 長宜泉子。
kyomeishusei2015.08007.1.1： 吾作明a(iaŋ)鏡。
kyomeishusei2015.08007.1.2： 幽湅三b(ɑŋ)商。
kyomeishusei2015.08007.1.3： 雕刻c(uɑ)無。
kyomeishusei2015.08007.1.4： 配象萬d(iɑŋ)彊。
kyomeishusei2015.08007.1.5： 白牙擧e(ɔk)樂。
kyomeishusei2015.08007.1.6： 衆神見f(oŋ)容。
kyomeishusei2015.08007.1.7： 天禽四h(u)首。
kyomeishusei2015.08007.1.8： 銜持維剛h(u)首。
kyomeishusei2015.08007.1.9： 子山番b(ɑŋ)昌。
kyomeishusei2015.08007.1.10： 見師命長宜i(o)矦。
kyomeishusei2015.08008.1.1： 氏作竟四a(i)夷。
kyomeishusei2015.08008.1.2： 胡虜盡滅天下b(uk)服。
kyomeishusei2015.08008.1.3： 多賀國家人民c(ik)息。
kyomeishusei2015.08009.1.1： 新有善同出丹a(ɑŋ)陽。
kyomeishusei2015.08009.1.2： 取之爲竟靑b(ia)且。
kyomeishusei2015.08010.1.1： 漢有善銅出丹a(e)易。
kyomeishusei2015.08010.1.2： 取之爲竟淸且b(iaŋ)明。
kyomeishusei2015.08010.1.3： 左龍右c(ɑ)乕。
kyomeishusei2015.08011.1.1： 長宜子孫。
kyomeishusei2015.08012.1.1： 長宜子孫。
kyomeishusei2015.08013.1.1： 長宜子孫。
kyomeishusei2015.08014.1.1： 長宜子孫。
kyomeishusei2015.08015.1.1： 上方作竟佳且a(ou)好。
